#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
7524,-2.98,2.98,-8.95,1.27,-8.95
7560,-2.86,2.86,-8.59,1.68,-8.59
7596,-2.68,2.68,-8.05,2.49,-8.05
7630,-2.46,2.46,-7.38,3.28,-7.38
7666,-2.22,2.22,-6.65,3.41,-6.65
7701,-1.95,1.95,-5.86,3.76,-5.86
7737,-1.63,1.63,-4.90,4.42,-4.90
7772,-1.23,1.23,-3.70,5.74,-3.70
7808,-0.81,0.81,-2.42,5.93,-2.42
7842,-0.45,0.45,-1.35,5.22,-1.35
7878,-0.19,0.19,-0.58,3.55,-0.58
7913,-0.13,0.13,-0.39,0.93,-0.39
7949,-0.07,0.07,-0.22,0.79,-0.22
7984,-0.18,0.18,-0.55,-1.57,-0.55
8020,-0.39,0.39,-1.18,-2.93,-1.18
8056,-0.68,0.68,-2.03,-3.93,-2.03
8093,-0.97,0.97,-2.91,-3.95,-2.91
8130,-1.00,1.00,-3.00,-0.41,-3.00
8166,-0.90,0.90,-2.70,1.41,-2.70
8202,-0.95,0.95,-2.85,-0.69,-2.85
8238,-1.08,1.08,-3.25,-1.87,-3.25
8274,-1.20,1.20,-3.61,-1.69,-3.61
8310,-1.38,1.38,-4.13,-2.40,-4.13
8347,-1.61,1.61,-4.84,-3.20,-4.84
8383,-1.87,1.87,-5.61,-3.55,-5.61
8420,-2.18,2.18,-6.53,-4.14,-6.53
8456,-2.53,2.53,-7.59,-4.91,-7.59
8493,-2.95,2.95,-8.84,-5.63,-8.84
8529,-3.40,3.40,-10.20,-6.28,-10.20
8567,-3.94,3.94,-11.83,-7.16,-11.83
8606,-4.59,4.59,-13.76,-8.24,-13.76
8644,-5.36,5.36,-16.08,-10.16,-16.08
8684,-6.19,6.19,-18.57,-10.38,-18.57
8724,-6.95,6.95,-20.84,-9.45,-20.84
8762,-7.00,7.00,-20.99,-0.68,-20.99
8801,-6.96,6.96,-20.88,0.48,-20.88
8838,-6.79,6.79,-20.38,2.24,-20.38
8876,-6.52,6.52,-19.56,3.62,-19.56
8912,-6.35,6.35,-19.06,2.28,-19.06
8950,-6.21,6.21,-18.62,1.95,-18.62
8988,-6.19,6.19,-18.58,0.15,-18.58
9025,-5.90,5.90,-17.69,4.02,-17.69
9063,-5.46,5.46,-16.37,5.79,-16.37
9100,-5.21,5.21,-15.62,3.41,-15.62
9138,-4.90,4.90,-14.71,3.98,-14.71
9175,-4.26,4.26,-12.79,8.65,-12.79
9212,-3.47,3.47,-10.41,10.73,-10.41
9250,-2.70,2.70,-8.11,10.07,-8.11
9287,-2.11,2.11,-6.32,8.04,-6.32
9323,-1.63,1.63,-4.88,6.67,-4.88
9358,-1.31,1.31,-3.92,4.59,-3.92
9394,-1.13,1.13,-3.39,2.47,-3.39
9428,-1.04,1.04,-3.11,1.37,-3.11
,0.93,-2.78,0.30,-2.78
9535,-0.91,0.91,-2.74,0.17,-2.74
9570,-1.01,1.01,-3.02,-1.31,-3.02
9607,-1.27,1.27,-3.81,-3.56,-3.81
9643,-1.12,1.12,-3.37,2.01,-3.37
9678,-0.73,0.73,-2.20,5.59,-2.20
9713,-0.61,0.61,-1.84,1.70,-1.84
9749,-0.40,0.40,-1.19,3.01,-1.19
9784,-0.20,0.20,-0.60,2.83,-0.60
9820,-0.22,0.22,-0.66,-0.31,-0.66
9857,-0.29,0.29,-0.86,-0.90,-0.86
9892,-0.54,0.54,-1.61,-3.55,-1.61
9929,-1.28,1.28,-3.83,-10.01,-3.83
9966,-1.98,1.98,-5.94,-9.51,-5.94
10003,-2.39,2.39,-7.16,-5.46,-7.16
10040,-2.72,2.72,-8.16,-4.53,-8.16
10078,-2.92,2.92,-8.77,-2.68,-8.77
