#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
64837,-1.03,1.03,-3.09,-0.30,-3.09
64874,-1.05,1.05,-3.15,-0.39,-3.15
64912,-1.08,1.08,-3.24,-0.49,-3.24
64949,-1.11,1.11,-3.34,-0.56,-3.34
64987,-1.14,1.14,-3.43,-0.54,-3.43
65025,-1.17,1.17,-3.50,-0.38,-3.50
65061,-1.17,1.17,-3.51,-0.10,-3.51
65099,-1.17,1.17,-3.50,0.08,-3.50
65135,-1.17,1.17,-3.52,-0.09,-3.52
65173,-1.17,1.17,-3.51,0.04,-3.51
65209,-1.16,1.16,-3.48,0.18,-3.48
65246,-1.15,1.15,-3.45,0.17,-3.45
65282,-1.14,1.14,-3.42,0.21,-3.42
65318,-1.14,1.14,-3.41,0.05,-3.41
65355,-1.14,1.14,-3.43,-0.11,-3.43
65392,-1.15,1.15,-3.46,-0.18,-3.46
65430,-1.16,1.16,-3.48,-0.15,-3.48
65467,-1.16,1.16,-3.49,-0.04,-3.49
65505,-1.17,1.17,-3.50,-0.04,-3.50
65542,-1.17,1.17,-3.51,-0.05,-3.51
65580,-1.18,1.18,-3.55,-0.23,-3.55
65616,-1.19,1.19,-3.57,-0.13,-3.57
65654,-1.20,1.20,-3.59,-0.10,-3.59
65692,-1.21,1.21,-3.62,-0.20,-3.62
65729,-2.52,2.52,-7.56,-23.06,-7.56
65768,-5.68,5.68,-17.04,-52.68,-17.04
65808,-8.81,8.81,-26.43,-50.87,-26.43
65849,-11.88,11.88,-35.63,-48.61,-35.63
65892,-14.60,14.60,-43.80,-41.13,-43.80
65934,-15.92,15.92,-47.77,-20.48,-47.77
65977,-16.09,16.09,-48.28,-2.60,-48.28
66018,-14.51,14.51,-43.53,25.13,-43.53
66060,-12.03,12.03,-36.09,38.36,-36.09
66102,-9.42,9.42,-28.25,40.44,-28.25
66141,-6.20,6.20,-18.59,53.66,-18.59
66181,-2.93,2.93,-8.79,53.10,-8.79
66217,-0.16,0.16,-0.47,50.09,-0.47
66255,2.51,-2.51,7.53,45.58,7.53
66291,4.66,-4.66,13.98,38.82,13.98
66328,6.14,-6.14,18.41,25.97,18.41
66366,6.94,-6.94,20.83,13.77,20.83
66403,6.50,-6.50,19.49,-7.83,19.49
66441,5.15,-5.15,15.44,-23.10,15.44
66479,3.04,-3.04,9.12,-36.06,9.12
66515,0.56,-0.56,1.69,-44.69,1.69
66551,-2.00,2.00,-5.99,-46.23,-5.99
66590,-4.56,4.56,-13.69,-42.75,-13.69
66631,-6.77,6.77,-20.30,-34.96,-20.30
66671,-8.19,8.19,-24.57,-23.10,-24.57
66712,-8.63,8.63,-25.88,-6.94,-25.88
66752,-8.55,8.55,-25.65,1.25,-25.65
66790,-7.27,7.27,-21.82,21.85,-21.82
66830,-5.29,5.29,-15.87,32.19,-15.87
66869,-2.41,2.41,-7.23,47.99,-7.23
66907,0.46,-0.46,1.38,49.11,1.38
66941,2.75,-2.75,8.24,43.70,8.24
66977,4.86,-4.86,14.59,38.27,14.59
67014,6.62,-6.62,19.87,30.88,19.87
67052,8.04,-8.04,24.12,24.23,24.12
67090,9.31,-9.31,27.92,21.68,27.92
67127,10.12,-10.12,30.35,14.23,30.35
67167,10.27,-10.27,30.82,2.57,30.82
67205,9.67,-9.67,29.00,-10.41,29.00
67244,8.02,-8.02,24.05,-27.47,24.05
67281,6.05,-6.05,18.15,-34.59,18.15
67320,3.72,-3.72,11.16,-38.81,11.16
67359,1.31,-1.31,3.93,-40.18,3.93
67395,-0.88,0.88,-2.65,-39.59,-2.65
67434,-2.90,2.90,-8.69,-33.56,-8.69
67472,-4.42,4.42,-13.27,-26.10,-13.27
67513,-5.57,5.57,-16.70,-18.15,-16.70
67554,-6.31,6.31,-18.94,-11.80,-18.94
67594,-6.40,6.40,-19.20,-1.41,-19.20
67634,-6.05,6.05,-18.15,5.66,-18.15
67672,-5.34,5.34,-16.01,12.21,-16.01
67712,-4.22,4.22,-12.67,18.09,-12.67
67751,-2.76,2.76,-8.28,24.39,-8.28
67788,-1.65,1.65,-4.96,19.47,-4.96
67826,-0.99,0.99,-2.97,11.31,-2.97
67863,-0.56,0.56,-1.69,7.49,-1.69
67900,-0.20,0.20,-0.59,6.47,-0.59
67936,0.03,-0.03,0.08,3.99,0.08
67971,0.13,-0.13,0.38,1.87,0.38
68004,0.08,-0.08,0.23,-0.99,0.23
68040,-0.11,0.11,-0.33,-3.34,-0.33
68077,-0.39,0.39,-1.16,-4.89,-1.16
68115,-0.71,0.71,-2.14,-5.57,-2.14
68153,-1.01,1.01,-3.04,-5.12,-3.04
68190,-1.24,1.24,-3.71,-3.92,-3.71
68228,-1.33,1.33,-3.98,-1.53,-3.98
68264,-1.35,1.35,-4.05,-0.43,-4.05
68302,-1.26,1.26,-3.77,1.60,-3.77
68338,-1.13,1.13,-3.40,2.20,-3.40
68375,-0.97,0.97,-2.92,2.79,-2.92
68411,-0.84,0.84,-2.53,2.36,-2.53
68448,-0.73,0.73,-2.20,1.91,-2.20
68485,-0.67,0.67,-2.01,1.12,-2.01
68520,-0.67,0.67,-2.00,0.07,-2.00
68557,-0.71,0.71,-2.12,-0.71,-2.12
68594,-0.78,0.78,-2.35,-1.34,-2.35
68632,-0.85,0.85,-2.56,-1.17,-2.56
68669,-0.92,0.92,-2.75,-1.12,-2.75
68707,-0.96,0.96,-2.87,-0.69,-2.87
68744,-0.96,0.96,-2.88,-0.04,-2.88
68782,-0.94,0.94,-2.82,0.32,-2.82
68818,-0.90,0.90,-2.70,0.70,-2.70
68854,-0.24,0.24,-0.71,12.00,-0.71
68892,2.38,-2.38,7.15,44.79,7.15
68927,6.16,-6.16,18.49,70.18,18.49
68965,10.57,-10.57,31.71,75.38,31.71
69004,13.37,-13.37,40.10,46.65,40.10
69044,15.27,-15.27,45.81,30.90,45.81
69084,15.66,-15.66,46.98,6.37,46.98
69122,14.36,-14.36,43.08,-22.25,43.08
69163,11.62,-11.62,34.85,-43.48,34.85
69202,8.10,-8.10,24.30,-58.65,24.30
69241,4.06,-4.06,12.18,-67.30,12.18
69279,0.36,-0.36,1.09,-63.24,1.09
69316,-3.57,3.57,-10.70,-69.04,-10.70
69357,-7.10,7.10,-21.31,-56.07,-21.31
69397,-10.69,10.69,-32.06,-58.23,-32.06
69440,-13.91,13.91,-41.74,-48.75,-41.74
69483,-13.05,13.05,-39.14,13.08,-39.14
69524,-10.38,10.38,-31.14,42.29,-31.14
69566,-6.93,6.93,-20.80,53.33,-20.80
69605,-3.31,3.31,-9.93,60.38,-9.93
69643,0.59,-0.59,1.77,66.73,1.77
69678,3.73,-3.73,11.20,58.34,11.20
69715,6.27,-6.27,18.80,44.52,18.80
69753,8.13,-8.13,24.40,31.94,24.40
69790,8.78,-8.78,26.33,11.28,26.33
69828,7.94,-7.94,23.82,-14.30,23.82
69866,6.37,-6.37,19.10,-26.94,19.10
69905,4.16,-4.16,12.48,-36.74,12.48
69943,1.81,-1.81,5.44,-40.14,5.44
69980,-0.37,0.37,-1.12,-38.41,-1.12
70019,-2.31,2.31,-6.94,-32.35,-6.94
70056,-3.38,3.38,-10.14,-18.73,-10.14
70097,-4.10,4.10,-12.29,-11.37,-12.29
70137,-4.76,4.76,-14.27,-10.71,-14.27
70178,-5.28,5.28,-15.83,-8.28,-15.83
70218,-5.72,5.72,-17.16,-7.18,-17.16
70257,-5.70,5.70,-17.11,0.28,-17.11
70296,-5.68,5.68,-17.03,0.41,-17.03
70334,-5.59,5.59,-16.77,1.53,-16.77
70373,-5.21,5.21,-15.62,6.38,-15.62
70411,-4.75,4.75,-14.26,7.74,-14.26
70450,-4.01,4.01,-12.02,12.42,-12.02
70490,-3.78,3.78,-11.34,3.69,-11.34
70528,-3.81,3.81,-11.43,-0.47,-11.43
70567,-3.10,3.10,-9.29,11.88,-9.29
70604,-2.59,2.59,-7.76,8.95,-7.76
70641,-2.20,2.20,-6.59,6.85,-6.59
70677,-1.90,1.90,-5.71,5.28,-5.71
70714,-1.72,1.72,-5.15,3.27,-5.15
70751,-1.66,1.66,-4.99,0.94,-4.99
70787,-1.72,1.72,-5.16,-1.03,-5.16
70824,-1.87,1.87,-5.62,-2.65,-5.62
70861,-2.11,2.11,-6.32,-4.10,-6.32
70899,-2.35,2.35,-7.04,-4.14,-7.04
70936,-2.58,2.58,-7.73,-4.02,-7.73
70974,-2.77,2.77,-8.31,-3.31,-8.31
71011,-2.88,2.88,-8.65,-1.99,-8.65
71049,-2.91,2.91,-8.72,-0.40,-8.72
71087,-2.85,2.85,-8.55,0.99,-8.55
71122,-2.75,2.75,-8.25,1.82,-8.25
71159,-2.62,2.62,-7.86,2.28,-7.86
71195,-2.48,2.48,-7.45,2.47,-7.45
